name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity 
HD 187085 b,150,0.836 Jupiters,7.22,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6872/hd-187085-b/,Gas Giant,2006,0.836 Jupiters,1.24 x Jupiter,2.1 AU,2.8 years,0.25
HD 187123 b,150,0.523 Jupiters,7.83,1998,https://exoplanets.nasa.gov/exoplanet-catalog/6873/hd-187123-b/,Gas Giant,1998,0.523 Jupiters,1.27 x Jupiter,0.0426 AU,3.1 days,0.01
HD 187123 c,150,1.99 Jupiters,7.83,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6874/hd-187123-c/,Gas Giant,2008,1.99 Jupiters,1.19 x Jupiter,4.89 AU,10.4 years,0.25
HD 18742 b,531,3.4 Jupiters,7.81,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6589/hd-18742-b/,Gas Giant,2011,3.4 Jupiters,1.17 x Jupiter,1.82 AU,2.1 years,0.04
HD 188015 b,165,1.5 Jupiters,8.24,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6875/hd-188015-b/,Gas Giant,2004,1.5 Jupiters,1.21 x Jupiter,1.203 AU,461.2 days,0.14
HD 189733 b,64,1.13 Jupiters,7.67,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6876/hd-189733-b/,Gas Giant,2005,1.13 Jupiters,1.13 x Jupiter,0.03126 AU,2.2 days,0.0
HD 190007 b,41,16.46 Earths,7.46,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7786/hd-190007-b/,Neptune-like,2020,16.46 Earths,0.375 x Jupiter,0.092 AU,11.7 days,0.14
HD 190360 b,52,1.54 Jupiters,5.738,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6877/hd-190360-b/,Gas Giant,2003,1.54 Jupiters,1.21 x Jupiter,3.97 AU,8 years,0.31
HD 190360 c,52,19.069 Earths,5.738,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6878/hd-190360-c/,Neptune-like,2005,19.069 Earths,0.409 x Jupiter,0.1304 AU,17.1 days,0.24
HD 190647 b,178,1.985 Jupiters,7.78,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6879/hd-190647-b/,Gas Giant,2007,1.985 Jupiters,1.19 x Jupiter,2.231 AU,3.2 years,0.22
HD 190984 b,483,3.1 Jupiters,8.76,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6880/hd-190984-b/,Gas Giant,2009,3.1 Jupiters,1.17 x Jupiter,5.5 AU,13.4 years,0.57
HD 191806 b,214,8.52 Jupiters,8.09,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7156/hd-191806-b/,Gas Giant,2016,8.52 Jupiters,1.12 x Jupiter,2.8 AU,4.4 years,0.26
HD 191939 b,175,11.6 Earths,8.97,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7653/hd-191939-b/,Neptune-like,2020,11.6 Earths,0.305 x Jupiter,0.0814 AU,8.9 days,0.0
HD 191939 c,175,10.5 Earths,8.97,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7654/hd-191939-c/,Neptune-like,2020,10.5 Earths,0.288 x Jupiter,0.1762 AU,28.6 days,0.0
HD 191939 d,175,10.1 Earths,8.97,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7655/hd-191939-d/,Neptune-like,2020,10.1 Earths,0.282 x Jupiter,0.215 AU,38.4 days,0.0
HD 192263 b,64,0.56 Jupiters,7.79,1999,https://exoplanets.nasa.gov/exoplanet-catalog/6881/hd-192263-b/,Gas Giant,1999,0.56 Jupiters,1.26 x Jupiter,0.15 AU,24.4 days,0.05
HD 192310 b,29,16.9 Earths,5.73,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6882/hd-192310-b/,Neptune-like,2011,16.9 Earths,0.381 x Jupiter,0.32 AU,74.7 days,0.13
HD 192310 c,29,24 Earths,5.73,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6883/hd-192310-c/,Neptune-like,2011,24 Earths,0.469 x Jupiter,1.18 AU,1.4 years,0.32
HD 192699 b,234,2.096 Jupiters,6.45591,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6884/hd-192699-b/,Gas Giant,2007,2.096 Jupiters,1.19 x Jupiter,1.063 AU,340.9 days,0.08
HD 195019 b,123,3.98 Jupiters,6.87591,1998,https://exoplanets.nasa.gov/exoplanet-catalog/6885/hd-195019-b/,Gas Giant,1998,3.98 Jupiters,1.16 x Jupiter,0.14 AU,18.2 days,0.01
HD 196050 b,165,3.18 Jupiters,7.5,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6886/hd-196050-b/,Gas Giant,2002,3.18 Jupiters,1.17 x Jupiter,2.51 AU,3.8 years,0.23
HD 196067 b,130,6.9 Jupiters,6.51,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6887/hd-196067-b/,Gas Giant,2012,6.9 Jupiters,1.13 x Jupiter,5.02 AU,10 years,0.66
HD 196885 A b,111,2.58 Jupiters,6.39677,2007,https://exoplanets.nasa.gov/exoplanet-catalog/7528/hd-196885-a-b/,Gas Giant,2007,2.58 Jupiters,1.18 x Jupiter,2.37 AU,3.7 years,0.48
HD 197037 b,108,0.79 Jupiters,6.82294,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6889/hd-197037-b/,Gas Giant,2012,0.79 Jupiters,1.24 x Jupiter,2.07 AU,2.8 years,0.22
HD 19994 b,73,1.37 Jupiters,5.06345,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6590/hd-19994-b/,Gas Giant,2003,1.37 Jupiters,1.21 x Jupiter,1.305 AU,466.2 days,0.06
HD 20003 b,136,11.66 Earths,8.39,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7303/hd-20003-b/,Neptune-like,2019,11.66 Earths,0.306 x Jupiter,0.0974 AU,11.8 days,0.36
HD 20003 c,136,14.44 Earths,8.39,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7304/hd-20003-c/,Neptune-like,2019,14.44 Earths,0.347 x Jupiter,0.1964 AU,33.9 days,0.1
HD 200964 b,237,1.599 Jupiters,6.48605,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6890/hd-200964-b/,Gas Giant,2010,1.599 Jupiters,1.21 x Jupiter,1.565 AU,1.7 years,0.09
HD 200964 c,237,1.214 Jupiters,6.48605,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6891/hd-200964-c/,Gas Giant,2010,1.214 Jupiters,1.22 x Jupiter,1.96 AU,2.3 years,0.24
HD 202206 c,150,17.9 Jupiters,8.08,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6892/hd-202206-c/,Gas Giant,2004,17.9 Jupiters,1.08 x Jupiter,2.41 AU,3.5 years,0.22
HD 202696 b,615,1.996 Jupiters,8.23,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7347/hd-202696-b/,Gas Giant,2019,1.996 Jupiters,Unknown,1.566 AU,1.4 years,0.01
HD 202696 c,615,1.864 Jupiters,8.23,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7348/hd-202696-c/,Gas Giant,2019,1.864 Jupiters,Unknown,2.342 AU,2.6 years,0.03
HD 202772 A b,527,1.017 Jupiters,8.324,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7290/hd-202772-a-b/,Gas Giant,2019,1.017 Jupiters,1.545 x Jupiter,0.05208 AU,3.3 days,0.04
HD 203030 b,128,24.09 Jupiters,8.45,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6893/hd-203030-b/,Gas Giant,2006,24.09 Jupiters,1.07 x Jupiter,487.1 AU,11094.6 years,0.0
HD 203473 b,237,7.8 Jupiters,8.23,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7266/hd-203473-b/,Gas Giant,2018,7.8 Jupiters,1.12 x Jupiter,2.73 AU,4.3 years,0.29
HD 2039 b,280,6.29 Jupiters,9,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6778/hd-2039-b/,Gas Giant,2002,6.29 Jupiters,1.14 x Jupiter,2.2 AU,3.1 years,0.71
HD 204313 b,156,3.46 Jupiters,7.99,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6894/hd-204313-b/,Gas Giant,2010,3.46 Jupiters,1.17 x Jupiter,3.07 AU,5.3 years,0.23
HD 204313 c,156,17.6 Earths,7.99,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7082/hd-204313-c/,Neptune-like,2015,17.6 Earths,0.39 x Jupiter,0.2099 AU,34.9 days,0.16
HD 204941 b,94,0.23 Jupiters,8.45,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6895/hd-204941-b/,Gas Giant,2011,0.23 Jupiters,0.903 x Jupiter,2.55 AU,4.7 years,0.37
HD 205739 b,302,1.37 Jupiters,8.56,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6896/hd-205739-b/,Gas Giant,2008,1.37 Jupiters,1.21 x Jupiter,0.896 AU,279.8 days,0.27
HD 206255 b,245,34.2 Earths,7.62,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7377/hd-206255-b/,Neptune-like,2019,34.2 Earths,0.577 x Jupiter,0.461 AU,96 days,0.23
HD 206610 b,480,2.036 Jupiters,8.34,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6897/hd-206610-b/,Gas Giant,2009,2.036 Jupiters,1.19 x Jupiter,1.74 AU,1.8 years,0.1
HD 20781 b,117,1.93 Earths,8.48,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7305/hd-20781-b/,Super Earth,2019,1.93 Earths,1.21 x Earth,0.0529 AU,5.3 days,0.1
HD 20781 c,117,5.33 Earths,8.48,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7306/hd-20781-c/,Neptune-like,2019,5.33 Earths,2.17 x Earth,0.1004 AU,13.9 days,0.09
HD 20781 d,117,10.61 Earths,8.48,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7307/hd-20781-d/,Neptune-like,2019,10.61 Earths,0.29 x Jupiter,0.1647 AU,29.2 days,0.11
HD 20781 e,117,14.03 Earths,8.48,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7308/hd-20781-e/,Neptune-like,2019,14.03 Earths,0.342 x Jupiter,0.3374 AU,85.5 days,0.06
HD 20782 b,117,1.4878 Jupiters,7.36,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6594/hd-20782-b/,Gas Giant,2006,1.4878 Jupiters,1.21 x Jupiter,1.3649 AU,1.6 years,0.95
HD 207832 b,192,0.56 Jupiters,8.78,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6898/hd-207832-b/,Gas Giant,2012,0.56 Jupiters,1.26 x Jupiter,0.586 AU,160.1 days,0.2
HD 207832 c,192,0.73 Jupiters,8.78,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6899/hd-207832-c/,Gas Giant,2012,0.73 Jupiters,1.25 x Jupiter,2.112 AU,3.2 years,0.27
HD 20794 b,20,2.7 Earths,4.26,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6591/hd-20794-b/,Super Earth,2011,2.7 Earths,1.45 x Earth,0.1207 AU,18.3 days,0.0
HD 20794 c,20,2.4 Earths,4.26,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6592/hd-20794-c/,Super Earth,2011,2.4 Earths,1.35 x Earth,0.2036 AU,40.1 days,0.0
HD 20794 d,20,4.8 Earths,4.26,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6593/hd-20794-d/,Super Earth,2011,4.8 Earths,2.04 x Earth,0.3499 AU,90.3 days,0.0
HD 20794 e,20,4.77 Earths,4.26,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7199/hd-20794-e/,Super Earth,2017,4.77 Earths,2.03 x Earth,0.509 AU,147 days,0.29
HD 208487 b,147,0.52 Jupiters,7.47,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6901/hd-208487-b/,Gas Giant,2004,0.52 Jupiters,1.27 x Jupiter,0.524 AU,130.1 days,0.24
HD 208527 b,1018,9.9 Jupiters,6.38984,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6900/hd-208527-b/,Gas Giant,2012,9.9 Jupiters,1.11 x Jupiter,2.1 AU,2.4 years,0.08
HD 20868 b,156,1.25 Jupiters,9.92,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6595/hd-20868-b/,Gas Giant,2008,1.25 Jupiters,1.22 x Jupiter,0.95 AU,380.9 days,0.75
HD 208897 b,220,1.4 Jupiters,6.50821,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7185/hd-208897-b/,Gas Giant,2017,1.4 Jupiters,1.21 x Jupiter,1.05 AU,352.7 days,0.07
HD 209458 b,158,0.73 Jupiters,7.65,1999,https://exoplanets.nasa.gov/exoplanet-catalog/6902/hd-209458-b/,Gas Giant,1999,0.73 Jupiters,1.39 x Jupiter,0.04707 AU,3.5 days,0.0
HD 210193 b,138,0.4817 Jupiters,7.83,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7371/hd-210193-b/,Gas Giant,2019,0.4817 Jupiters,1.27 x Jupiter,1.487 AU,1.8 years,0.24
HD 210277 b,69,1.29 Jupiters,6.54348,1998,https://exoplanets.nasa.gov/exoplanet-catalog/6903/hd-210277-b/,Gas Giant,1998,1.29 Jupiters,1.22 x Jupiter,1.13 AU,442.2 days,0.48
HD 210702 b,177,1.808 Jupiters,5.93022,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6904/hd-210702-b/,Gas Giant,2007,1.808 Jupiters,1.2 x Jupiter,1.148 AU,354.1 days,0.03
HD 211810 b,211,0.67 Jupiters,8.59,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7267/hd-211810-b/,Gas Giant,2018,0.67 Jupiters,1.25 x Jupiter,2.656 AU,4.3 years,0.68
HD 211970 b,43,13 Earths,10.24,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7372/hd-211970-b/,Neptune-like,2019,13 Earths,0.327 x Jupiter,0.143 AU,25.2 days,0.15
HD 212301 b,177,0.51 Jupiters,7.76,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6825/hd-212301-b/,Gas Giant,2005,0.51 Jupiters,1.27 x Jupiter,0.03 AU,2.2 days,0.0
HD 212771 b,363,2.39 Jupiters,7.6,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6905/hd-212771-b/,Gas Giant,2009,2.39 Jupiters,1.18 x Jupiter,1.19 AU,380.7 days,0.08
HD 213240 b,133,5.58 Jupiters,6.81,2001,https://exoplanets.nasa.gov/exoplanet-catalog/6826/hd-213240-b/,Gas Giant,2001,5.58 Jupiters,1.14 x Jupiter,1.89 AU,2.4 years,0.42
HD 213472 b,210,3.5 Jupiters,8.17,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7884/hd-213472-b/,Gas Giant,2021,3.5 Jupiters,1.17 x Jupiter,13.0 AU,46.6 years,0.53
HD 213885 b,157,8.83 Earths,7.95,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7536/hd-213885-b/,Super Earth,2019,8.83 Earths,1.745 x Earth,0.02012 AU,1 days,0.0
HD 213885 c,157,19.95 Earths,7.95,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7537/hd-213885-c/,Neptune-like,2019,19.95 Earths,0.42 x Jupiter,0.056798 AU,4.8 days,0.0
HD 21411 b,95,0.20734 Jupiters,7.88,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7378/hd-21411-b/,Gas Giant,2019,0.20734 Jupiters,0.85 x Jupiter,0.362 AU,84.3 days,0.4
HD 214823 b,331,20.3 Jupiters,8.06,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7157/hd-214823-b/,Gas Giant,2016,20.3 Jupiters,1.08 x Jupiter,3.23 AU,5.1 years,0.16
HD 215152 b,70,1.819 Earths,8.11,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7258/hd-215152-b/,Super Earth,2018,1.819 Earths,1.19 x Earth,0.057638 AU,5.8 days,0.0
HD 215152 c,70,1.72 Earths,8.11,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7259/hd-215152-c/,Super Earth,2018,1.72 Earths,1.17 x Earth,0.067393 AU,7.3 days,0.0
HD 215152 d,70,2.801 Earths,8.11,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7260/hd-215152-d/,Super Earth,2018,2.801 Earths,1.48 x Earth,0.08799 AU,10.9 days,0.0
HD 215152 e,70,2.877 Earths,8.11,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7261/hd-215152-e/,Super Earth,2018,2.877 Earths,1.51 x Earth,0.15417 AU,25.2 days,0.0
HD 215497 b,132,6.3566 Earths,8.96,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6827/hd-215497-b/,Neptune-like,2009,6.3566 Earths,0.214 x Jupiter,0.05 AU,3.9 days,0.16
HD 215497 c,132,0.33 Jupiters,8.96,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6828/hd-215497-c/,Gas Giant,2009,0.33 Jupiters,1.11 x Jupiter,1.282 AU,1.6 years,0.49
HD 216435 b,108,1.26 Jupiters,6.03,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6829/hd-216435-b/,Gas Giant,2002,1.26 Jupiters,1.22 x Jupiter,2.56 AU,3.6 years,0.07
HD 216437 b,87,2.223 Jupiters,6.04,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6830/hd-216437-b/,Gas Giant,2002,2.223 Jupiters,1.19 x Jupiter,2.497 AU,3.7 years,0.32
HD 216520 b,64,10.26 Earths,7.53,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7787/hd-216520-b/,Neptune-like,2020,10.26 Earths,0.284 x Jupiter,0.198 AU,35.5 days,0.09
HD 216520 c,64,9.44 Earths,7.53,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7788/hd-216520-c/,Neptune-like,2020,9.44 Earths,0.271 x Jupiter,0.528 AU,154.4 days,0.12
HD 216536 b,1227,1.05 Jupiters,9.229,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6831/hd-216536-b/,Gas Giant,2015,1.05 Jupiters,1.23 x Jupiter,0.61 AU,148.6 days,0.38
HD 216770 b,120,0.57 Jupiters,8.11,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6832/hd-216770-b/,Gas Giant,2003,0.57 Jupiters,1.26 x Jupiter,0.46 AU,118.5 days,0.37
HD 21693 b,108,8.23 Earths,7.95,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7309/hd-21693-b/,Neptune-like,2019,8.23 Earths,0.25 x Jupiter,0.1455 AU,22.7 days,0.12
HD 21693 c,108,17.37 Earths,7.95,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7310/hd-21693-c/,Neptune-like,2019,17.37 Earths,0.387 x Jupiter,0.2586 AU,53.7 days,0.07
HD 217107 b,65,1.3 Jupiters,6.155,1998,https://exoplanets.nasa.gov/exoplanet-catalog/6833/hd-217107-b/,Gas Giant,1998,1.3 Jupiters,1.22 x Jupiter,0.08 AU,7.1 days,0.13
HD 217107 c,65,2.6 Jupiters,6.155,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6834/hd-217107-c/,Gas Giant,2005,2.6 Jupiters,1.18 x Jupiter,5.32 AU,11.7 years,0.52
HD 21749 c,53,3.7 Earths,8.08,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7363/hd-21749-c/,Super Earth,2019,3.7 Earths,0.892 x Earth,0.0695 AU,7.8 days,0.0
HD 217786 b,181,13 Jupiters,7.78,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6835/hd-217786-b/,Gas Giant,2011,13 Jupiters,1.1 x Jupiter,2.38 AU,3.6 years,0.4
HD 217850 b,215,21.6 Jupiters,8.520001,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7269/hd-217850-b/,Gas Giant,2018,21.6 Jupiters,1.08 x Jupiter,4.56 AU,9.6 years,0.76
HD 218566 b,94,0.2 Jupiters,8.6,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6836/hd-218566-b/,Gas Giant,2010,0.2 Jupiters,0.832 x Jupiter,0.69 AU,225.7 days,0.3
HD 219077 b,95,10.39 Jupiters,6.12,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6837/hd-219077-b/,Gas Giant,2012,10.39 Jupiters,1.11 x Jupiter,6.22 AU,15.1 years,0.77
HD 219134 b,21,4.74 Earths,5.56911,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7103/hd-219134-b/,Super Earth,2015,4.74 Earths,1.602 x Earth,0.03876 AU,3.1 days,0.0
HD 219134 c,21,4.36 Earths,5.56911,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7104/hd-219134-c/,Super Earth,2015,4.36 Earths,1.511 x Earth,0.0653 AU,6.8 days,0.06
HD 219134 d,21,16.17 Earths,5.56911,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7105/hd-219134-d/,Super Earth,2015,16.17 Earths,1.61 x Earth,0.237 AU,46.9 days,0.14
HD 219134 f,21,7.3 Earths,5.56911,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7087/hd-219134-f/,Super Earth,2015,7.3 Earths,1.31 x Earth,0.1463 AU,22.7 days,0.15
HD 219134 g,21,10.80622 Earths,5.56911,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7088/hd-219134-g/,Neptune-like,2015,10.80622 Earths,0.293 x Jupiter,0.3753 AU,94.2 days,0.0
HD 219134 h,21,0.34 Jupiters,5.56911,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7089/hd-219134-h/,Gas Giant,2015,0.34 Jupiters,1.14 x Jupiter,3.11 AU,6.2 years,0.06
HD 219415 b,539,1 Jupiter,8.909,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6838/hd-219415-b/,Gas Giant,2012,1 Jupiter,1.23 x Jupiter,3.2 AU,5.7 years,0.4
HD 219666 b,307,16.6 Earths,9.809,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7285/hd-219666-b/,Neptune-like,2018,16.6 Earths,0.42 x Jupiter,0.06356 AU,6 days,0.0
HD 219828 b,238,20.97678 Earths,8.04,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6839/hd-219828-b/,Neptune-like,2007,20.97678 Earths,0.433 x Jupiter,0.0507 AU,3.8 days,0.1
HD 219828 c,238,14.6 Jupiters,8.04,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7159/hd-219828-c/,Gas Giant,2016,14.6 Jupiters,1.09 x Jupiter,5.79 AU,12.8 years,0.81
HD 220074 b,1059,16.64 Jupiters,6.40607,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6840/hd-220074-b/,Gas Giant,2012,16.64 Jupiters,1.09 x Jupiter,1.6 AU,1.8 years,0.14
HD 220197 b,210,0.2 Jupiters,8.92,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7531/hd-220197-b/,Gas Giant,2018,0.2 Jupiters,0.832 x Jupiter,2.729 AU,4.7 years,0.19
HD 220689 b,153,1.118 Jupiters,7.74,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6841/hd-220689-b/,Gas Giant,2012,1.118 Jupiters,1.23 x Jupiter,3.396 AU,6.2 years,0.05
HD 220773 b,165,1.45 Jupiters,7.10831,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6842/hd-220773-b/,Gas Giant,2011,1.45 Jupiters,1.21 x Jupiter,4.94 AU,10.2 years,0.51
HD 220842 b,211,3.18 Jupiters,7.98,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7114/hd-220842-b/,Gas Giant,2016,3.18 Jupiters,1.17 x Jupiter,0.74 AU,218.5 days,0.4
HD 221287 b,182,3.09 Jupiters,7.82,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6843/hd-221287-b/,Gas Giant,2007,3.09 Jupiters,1.17 x Jupiter,1.25 AU,456.1 days,0.08
HD 221416 b,312,0.19 Jupiters,8.15,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7351/hd-221416-b/,Gas Giant,2019,0.19 Jupiters,0.836 x Jupiter,0.1228 AU,14.3 days,0.12
HD 221420 b,102,9.7 Jupiters,5.82,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7367/hd-221420-b/,Gas Giant,2019,9.7 Jupiters,1.11 x Jupiter,18.5 AU,61.6 years,0.42
HD 221585 b,182,1.61 Jupiters,7.457,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7158/hd-221585-b/,Gas Giant,2016,1.61 Jupiters,1.21 x Jupiter,2.306 AU,3.2 years,0.12
HD 222076 b,297,1.56 Jupiters,7.47,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7249/hd-222076-b/,Gas Giant,2016,1.56 Jupiters,1.21 x Jupiter,1.83 AU,2.4 years,0.08
HD 222155 b,165,2.12 Jupiters,7.11716,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6844/hd-222155-b/,Gas Giant,2011,2.12 Jupiters,1.19 x Jupiter,5.14 AU,11 years,0.16
HD 222582 b,138,8.37 Jupiters,7.68,1999,https://exoplanets.nasa.gov/exoplanet-catalog/6845/hd-222582-b/,Gas Giant,1999,8.37 Jupiters,1.12 x Jupiter,1.34 AU,1.6 years,0.73
HD 224538 b,258,5.97 Jupiters,8.06,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7238/hd-224538-b/,Gas Giant,2016,5.97 Jupiters,1.14 x Jupiter,2.28 AU,3.3 years,0.46
HD 224693 b,305,0.7 Jupiters,8.23,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6846/hd-224693-b/,Gas Giant,2006,0.7 Jupiters,1.25 x Jupiter,0.191 AU,26.7 days,0.1
HD 22781 b,106,13.65 Jupiters,8.78,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6598/hd-22781-b/,Gas Giant,2011,13.65 Jupiters,1.1 x Jupiter,1.167 AU,1.4 years,0.82
HD 23079 b,109,2.61 Jupiters,7.12,2001,https://exoplanets.nasa.gov/exoplanet-catalog/6597/hd-23079-b/,Gas Giant,2001,2.61 Jupiters,1.18 x Jupiter,1.6 AU,2 years,0.1
HD 23127 b,306,1.527 Jupiters,8.58,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6596/hd-23127-b/,Gas Giant,2006,1.527 Jupiters,1.21 x Jupiter,2.37 AU,3.3 years,0.41
HD 231701 b,355,1.13 Jupiters,8.97,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6847/hd-231701-b/,Gas Giant,2007,1.13 Jupiters,1.22 x Jupiter,0.567 AU,141.6 days,0.13
HD 233604 b,2763,6.575 Jupiters,10.291,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6848/hd-233604-b/,Gas Giant,2013,6.575 Jupiters,1.13 x Jupiter,0.747 AU,192 days,0.05
HD 233832 b,192,1.78 Jupiters,10.15,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7532/hd-233832-b/,Gas Giant,2018,1.78 Jupiters,1.2 x Jupiter,2.827 AU,5.6 years,0.36
HD 23472 b,127,17.92 Earths,9.73,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7338/hd-23472-b/,Super Earth,2019,17.92 Earths,1.872 x Earth,0.121 AU,17.7 days,0.0
HD 23472 c,127,17.18 Earths,9.73,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7339/hd-23472-c/,Super Earth,2019,17.18 Earths,2.149 x Earth,0.17 AU,29.6 days,0.0
HD 23596 b,170,9.03 Jupiters,7.26122,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6599/hd-23596-b/,Gas Giant,2003,9.03 Jupiters,1.12 x Jupiter,2.77 AU,4.3 years,0.27
HD 238090 b,50,6.89 Earths,9.71,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7831/hd-238090-b/,Neptune-like,2020,6.89 Earths,0.225 x Jupiter,0.0932 AU,13.7 days,0.3
